Feature1,Feature2
58.82727120140548,52.024908554804774
43.69558022832477,54.58930973527388
60.610780985063165,55.16232630275574
42.403150170229935,47.57882963566874
56.334555745933116,46.461652671906094
52.219097140731144,53.87317026714668
45.36534764210958,49.702373219691
33.79366329965464,44.87806179332855
48.7371592430342,43.76108409017575
58.16205651965818,42.84929311019684
47.79977756651508,50.65370288643046
57.20636644533058,42.8206892441028
55.815818760774796,50.05116530509793
45.09245674476024,52.31051737131635
50.99529847786735,46.99891561420603
50.349010424950094,48.073432015691196
50.56758672625624,53.31065337260523
57.93008408072676,43.810922505865754
60.665166873281336,40.23956100238749
49.24107452482208,52.94158603242288
51.40495933867516,46.88650240089703
48.95938874821363,47.53499532670584
47.053176215278945,54.24801048510513
51.785077429825236,46.53545202369673
54.49799937716625,51.536497604383044
54.0643105941948,53.14814420961806
45.85502494538964,47.19909479901515
53.73646802561631,53.05185132716733
49.89549203017926,50.58663691654391
56.388324478942124,47.04214305582085
52.73548690585019,48.98903673783053
48.911593983863895,55.49388425993595
54.12708174494015,54.06754818000319
56.52739403577164,50.105019208163796
53.40976485647482,48.44866621703272
51.62083176244221,49.34928472816158
50.48497982496359,52.975785127184565
45.908896583832636,60.4619363784273
44.96991309250149,43.92905693606134
55.79055436750034,53.95831346981468
53.12059908526078,53.1417275463214
49.93876613576543,45.51372814257084
50.379022790968634,46.61419144243944
54.87559866708875,49.26471309248931
45.87251401603744,48.393070791735035
52.064657271378124,47.18137723598013
45.888898022167844,51.21843605745956
51.22483285554361,47.46528412314435
47.644808471908384,51.160249686788184
42.75957829251338,42.962681128117225
46.40777889373782,48.932764241440765
51.554537827990025,57.37678108474776
54.2882981160101,49.20030735018287
49.904918960486555,44.987353176810956
49.90743432003805,48.55670680539931
51.613592801690444,45.86384528223839
52.59673257120586,57.66369456501289
49.45619925771571,52.00855861049471
53.45071995855556,47.99389764057082
51.12046240905208,50.06296200390897
50.488380492744156,46.134951080722665
50.12255087129471,52.48999145622725
57.25571803897521,54.79635413042603
60.76591228755778,46.16326218555975
54.36160318360339,50.91671002869176
60.94901466608836,45.95850857322424
45.80139078909612,47.003036772779886
39.380521378450965,47.37122489159619
46.20433669223151,50.75196893238104
51.7087798788858,59.38085419607943
54.75211919093025,47.115481721687985
45.50792664325821,52.45959585753253
43.39883396489679,59.157293829271765
55.897200603606436,47.65412173947647
41.434327354545616,56.76936187082706
49.42730077373691,56.18908155986731
42.02786170602816,47.00312488523114
50.026218498590914,50.23490296882371
47.749672642603784,53.114249661737496
44.66189785308703,49.288102574893536
50.601478158559495,52.57219417029374
53.558074390444446,44.376789540810655
42.329429146321885,56.38838410949255
51.66157005989796,46.25756731721723
57.75575987761262,50.57837317146429
55.89648592031913,50.33759240705054
60.303739624409936,58.77670421221602
48.75517925760463,54.85785475477178
53.226879747925736,56.843157787661745
45.17538269709948,53.4302572999922
55.292122434247936,41.20630256788443
44.083707436671126,39.803839111199494
48.65296582777721,53.58771127897981
57.51178526048014,50.37047390209887
58.14307772785646,43.099492708925546
41.48308780322422,49.722261505516904
51.92032724469654,49.836526259529535
39.66278949980062,49.55439980243606
43.47765249747573,53.348362744150194
51.83299123048424,45.30060106836322
47.43066541331653,44.703932390555245
49.686604513634144,54.77571160250619
45.071369768322285,52.52023257758922
47.348711908137794,46.03563583868828
49.46484820022721,44.82378838790313
47.23175347326409,44.010610537055754
59.82362566458195,50.17631775985864
46.501372460037075,51.06989955367111
49.43835975154585,48.89515200233389
53.07083350021713,53.787538550236526
47.34749426194736,47.1209087967766
48.62474151424178,38.49039417632208
42.42404468900724,56.83437133722262
58.22483856750642,48.75481980221811
52.88278481527883,51.55625077271768
65.3944040422762,55.59787455717289
49.36041204259617,45.22229779699787
41.96776839871214,51.017318179336115
46.21824627357849,42.888731452011626
46.76713557878737,44.592259981928024
58.43570817536282,54.408198784747256
49.960136793416915,57.39972069445013
50.386841538238095,45.693578993358685
57.61562038634828,52.694550218423295
44.81376922836772,49.04830660958196
45.62190873307621,43.08600134517832
54.630887737658206,59.54708320235065
43.00716213090429,52.81484618345286
46.746787154390866,47.56437308117652
47.03803037880566,45.68004615160092
50.24260813972413,45.845249417944814
51.35228412889919,49.748809452754315
48.80525976566795,45.46218168979201
47.116143347158335,53.77695612912878
52.504585938121906,45.11222377600724
50.49666152714613,53.75693561685895
41.652973594393146,52.71680096189967
46.686881205270765,52.852993342965796
46.18370421728741,40.9755894966774
41.862287810584185,50.24042473330691
51.29861250860741,45.47841687447796
53.19296229388687,41.6923996886552
49.669601006763415,43.94491900118771
46.7408194609892,50.23699335658207
45.69793317358024,48.077222278850876
55.0314640460722,47.115540652384254
54.17846056032571,44.35146572671191
52.64902088957641,57.207843103289505
37.641777499363556,46.015523722647615
52.8853606359027,48.984773069785035
51.85572936685654,46.9800740664209
50.4329489373645,49.221613823039604
55.838910308299035,51.272104216506065
51.68801331037601,47.94061516938766
47.56196887963753,47.8372090609019
51.97226071189149,47.895077595898684
51.448874284482066,60.37700399322719
54.35562351715846,48.369882339160796
56.00606961081972,47.95962313489224
39.80937732411073,44.95956844541298
40.646040394870724,48.24243257979346
50.09209189594776,58.382186561376415
51.63463686882081,48.90449735595568
54.14702790591745,38.944323454960575
51.17807279054283,53.85432596943483
42.60706877110079,55.71877021603464
51.69248203747207,47.923560430495996
53.163909330531425,61.35346428902198
50.90933127529247,51.24110293150168
47.70319550229878,45.75077815267604
54.15167908272123,45.719580870455665
50.35783118609696,47.61171276617441
52.39489912873196,51.668310526434745
55.1876997212895,47.44991800572627
48.65062532353314,45.106181421088465
47.778533699619445,51.88650246522426
53.78494308322676,45.389173379111874
54.3480296005283,56.778189294024756
52.067174516118506,59.38397906279033
46.13105400448214,43.776726483442914
41.10639875547861,57.480221557445915
53.27182828177029,49.72207664544772
51.3998431315991,44.37255476350812
62.228759898084135,50.64610590987614
50.546973973024464,53.62883311949346
52.40504615868357,51.119420121395656
46.04762772277344,52.35734178567998
59.41012248237517,56.72710023077489
57.965933133196984,47.443921617844076
45.0519758987071,49.37106539950176
50.27862456144347,55.47095759235474
41.5376768514259,57.64775159730307
49.20996050710505,47.8655946502629
44.93947812369916,41.72571664067115
54.11585291980957,50.36658983594202
43.55019550129473,43.52460613968192
48.32107650354936,58.34510762644696
48.702043243181976,42.48428523440947
48.77128467957028,48.63638215126165
36.515566785292144,49.72852566741094
48.84532734895661,53.48103182406709
59.244780474726724,55.632825147738785
48.65555654722585,44.46737045629165
62.8667990162493,50.29609217007244
50.06964645956473,49.87937456444998
50.99042380383928,49.27819794038029
47.13168996559882,47.26570529379804
49.83623364892001,47.282876144331176
46.43577108661418,50.53215113845948
48.72511391289572,57.51996494291345
36.74515095803494,55.45753425961231
56.23042596248815,39.63304883795925
48.28656202959826,48.142795670021044
42.96244152641089,46.110916562045624
44.44712077267086,58.761352217118116
54.678391965737305,56.35777547497079
53.60836032021618,44.354741143913856
47.37739866860113,52.44687280613959
43.88936095554027,53.56499215086194
48.79837300920933,48.12589596225201
53.554799841017456,52.2213165574302
48.1951691709046,55.79664901682124
44.59468336200051,53.07967803472132
52.96550628984192,48.45226780343005
51.63066511121059,43.74443211807348
54.6201350960345,49.075489317785056
47.3863848974048,55.245046129184445
46.4782815472862,42.957693518182204
42.21685413238048,53.0300497567282
43.597853237518585,58.77397090992182
39.59035296058139,58.48228184145019
51.055087336013095,49.51643444064804
47.27540456595525,51.99568057176035
49.811826487875756,55.516509410082605
50.5711382433102,50.751508807309385
48.18193893893072,49.71527188139466
51.5390088444603,41.449158036716874
43.25907288947143,53.71632047011357
50.85432719063971,49.0800833182366
50.09216966532696,51.737908526808354
47.30120159845319,46.108476372988434
50.97922627548841,45.10813611192484
52.04126377857236,41.4870819788108
55.14577818662822,52.362987412065216
51.28014867156938,54.91345491972757
58.32737222231288,55.07185032509065
40.795628843341774,43.60211516632149
46.875907111521606,50.130455251054165
52.58829510234561,46.37128093423267
50.93383382238539,46.22308533823339
46.94241098504026,42.96669451575889
45.38383376944548,43.241576971918334
45.12063373511334,55.2682089830392
45.25300555584028,63.161910324186955
52.466589504404446,50.92418061847437
45.70821109909393,53.501549397044954
47.12181086881113,50.610049073226804
62.800422691343975,49.519700501376754
55.74636663142838,46.48411787437056
49.82505754751519,58.85400317817755
46.86516471106116,59.062242789984644
53.538759677277376,47.18766612052866
53.1620386952776,54.86277224813365
53.10904981108598,42.14887640054772
46.364314120875655,48.762406822242475
49.62783285449977,53.10336048775339
50.88850500466627,43.323278206449494
51.90098925502981,53.05292872641912
52.7989522396552,55.40390362777311
54.16961077274452,52.29590039614219
49.649171442706766,41.69519533242004
52.14809109566293,51.03843843581556
51.35789418597687,43.61625712089845
44.59471729795869,55.26576426666452
49.802224230716725,53.40750348686312
50.14159188065231,50.14878069747873
54.69141902987999,47.41977635891313
50.48060388470492,47.68862355647479
47.827518862838424,48.454139382656805
51.110668858168566,47.60625689168261
56.278780627867604,45.52696348890248
49.06564177919321,47.801344708629124
57.23488942176866,50.98277388255787
55.159222697343175,42.57219813481514
51.33525132934629,54.44815397811718
50.41141994637712,55.32740187532676
47.41355774949814,57.0467372009279
61.49449061809625,48.18580719780171
47.77248739299614,57.2669223855885
57.89786072865356,47.38569986423366
47.89906591452071,48.59107695569747
43.27774744482861,45.40674026757901
44.97929616623966,46.16101217447936
49.82657556306609,51.1710736626826
57.75250246407038,45.00822979630605
54.92161199238292,48.93005577887246
49.752681451737836,53.37409746083302
44.386389892188504,51.912048730920255
50.83226104106528,52.462256320040744
51.44584321953909,62.276500699554475
46.81130007874342,47.34501522499091
46.88429736787618,47.22261440419873
46.81306436346741,55.94508265553776
57.102521239949276,47.146268531252616
45.838222134478855,52.35707778193202
47.23888477859514,53.164659088777555
51.0146151042565,42.42127942501384
57.737526006650306,58.97938836547761
46.93605654757807,48.06149220032008
51.429326953624525,51.67228394993513
53.29272136336415,60.05102269383175
49.11526386252975,46.00851377730773
43.10340385992736,46.34534980029041
49.83436513563102,58.97278931758894
47.41194350481914,51.11893975819449
49.917885519636236,55.94196636724042
62.63466212936811,47.3456561353984
47.552802787408886,55.22080438534536
53.409457448131555,59.23353662868017
52.91964092662982,48.203539546064704
52.95327415346155,55.54351790291454
54.10241090598682,52.53637015553649
55.33337344794577,55.84647795222836
56.91079495518763,53.24354943794821
49.16440959841573,50.733568432166614
56.03254483254179,45.91532164506382
51.84336654436451,48.0333059383632
50.143724114674086,56.39225931303649
50.95549534009952,50.23218274078074
43.200719295100406,53.731267830136105
53.22742090570538,60.8162736165273
48.461108825234994,51.0957516383197
51.246918418553776,57.887266398817374
49.52352233806524,51.3951076288517
53.0394825485827,50.93304561578179
47.76783192724736,50.970449964491536
55.36815874929886,44.867423502944696
50.66484837073438,46.499395925304135
55.97523314462421,42.384065476081126
47.20539076364206,51.8860593753226
57.827620146171704,49.67124869463506
47.22400236653401,59.40578534720295
42.75993049791878,39.00597021689959
52.200072250266665,47.489728878236946
44.89383591434643,53.541782236496765
51.219003568855996,47.17960684631636
43.59847800664553,54.36228664140072
53.251005889793305,49.50412068110309
59.23318498023833,44.64957616836924
42.372374145376305,46.540459650593775
49.77206991822251,51.21669724661346
48.79381971071835,51.76027698257148
43.74230287904778,57.2188230203663
49.58924410803716,55.58647915794064
51.71362673188852,52.28376609576892
52.84883640116102,52.23854280008658
53.21361379933772,56.64576265066216
50.98260584850735,53.54501878794256
49.55132152856387,57.200586077247365
46.61803848970365,59.004702164554075
49.79921024677828,42.84612448940976
50.64052207455395,46.5947417126256
54.20321774494362,46.73688010348805
47.7690828339261,40.552296345272346
47.73846840375462,37.88060336685522
42.08048588257138,53.80207328072149
53.92900079325416,52.12728780892483
45.165119284353935,49.7614432192901
49.98198730454716,44.20817655403729
57.51699150883575,54.386811452878355
48.89517913085168,50.134429194972654
51.04191403973776,39.791325657878545
48.764113087397014,46.59007876001101
44.99189995052542,48.594498535570224
58.988432634247616,53.20421430633505
47.144105051086015,52.86291390678079
56.99677718293001,54.62316841456384
50.29815184960087,46.76531611147213
53.49111656806795,51.96742692710875
54.47596610013866,53.175859008409844
55.247763576596675,47.32382394219716
56.58697032817163,50.987998023462
60.37630436312632,46.55406090955216
58.67981901582625,50.98955391731324
46.74290998192776,47.580570829728394
48.3982634590284,52.12082973200958
52.6141774401775,47.131499980307105
49.87822703869509,60.71135179305932
58.637715850503554,52.18161834837016
50.190017390841,50.600156633591304
53.06758986365208,44.886037174007974
48.71311731288328,41.65707963061205
51.9961156130264,53.2359796985137
47.58406768850313,57.869933816450164
43.8711716849883,42.6781255989509
51.12225909279986,55.23549151306077
58.419638457289345,47.7055786856553
55.393404167156476,49.80745765249647
49.1368635002959,54.41829968743336
53.261614392067095,42.11803921507875
57.38270174862948,56.90045677073726
46.87218649245235,51.979017667187044
52.47015093141369,51.303368829119535
47.2484742307729,46.641883160309746
49.87222964504277,55.86364509629682
52.71800077297216,48.14692833956947
53.85849355324172,35.75728689684962
55.74382850186052,41.301431106109504
48.18779529298434,44.40165052686928
43.52659262139547,55.8041339368926
47.661493993440544,51.73251940865358
49.76539710560408,52.385204136115604
50.38410945530128,43.58503887905715
54.9813340972357,47.531217084193436
42.21709050670125,47.85942419517044
57.503798953171554,54.251108710567465
48.2567393279607,48.25371147840786
48.391824743913084,60.383739917804206
51.90967726115777,52.15020823595535
55.151417270159214,51.19394579513257
48.704789270896484,49.01825075457511
49.64199370292968,49.813888817450795
53.6381477181849,50.2597294290365
53.6632003860779,49.596417099457085
50.39317595158045,40.00899657733946
54.581638373512405,51.73244237948996
54.99005054929826,35.518723109031555
60.44187352390364,49.30205185922413
55.54091408368758,44.800470364372345
53.063869525312846,44.732922184131716
46.88115519652097,59.570156769333934
49.04658799618327,51.087164365898616
54.35033865344377,52.47840943986302
50.75209452571788,51.824805012331126
62.01707792619138,49.711906014832074
51.005495233574834,55.25327198003806
55.52762966478992,55.9351515278019
53.19365111014592,44.28497543634758
58.16715766150548,44.26827303490656
51.51317732619517,46.22862074990321
49.67930826703504,51.6438120515174
51.606786077251364,52.109603771176424
58.06855634529323,52.2676715075699
48.779216823546754,54.820435841441785
55.947352444623206,43.861960924315035
52.98700034924929,53.50586371155449
48.51218248320004,56.878534066558096
49.249722064837364,50.62788226735771
49.134640878580655,50.077895237907335
44.51862456552399,42.799745587028525
57.97252531612486,45.76519325840836
45.04303825271846,39.23304943198143
46.80519126155249,43.384551032962506
58.21007580068185,55.04908544671317
46.55924827411138,61.26217902672154
54.90882743495797,48.37584308245689
37.50297142563213,61.45471286295371
43.05213766618202,41.77300626521554
55.1128521600482,62.19876203169636
56.921364092552594,52.8195456002618
52.97377170832643,54.267077793901535
53.79464294893383,51.40595711984688
50.52100551975938,49.68703436050239
46.230177055666616,48.59662461566613
41.535215929023074,49.50830186602625
45.057044464245415,44.48205341392114
50.89947075576739,56.960011431723
54.59158303001156,42.14749698188412
45.05185931714831,54.70385593994108
45.08756303230845,48.87683425001488
52.75026049512276,45.15827772568183
50.5268775307298,43.32987252540898
46.99316178024393,51.598909670712686
42.03503133234165,52.202373689801995
49.901811005366596,52.76244977208574
51.119570670323306,56.82070214986922
50.62612251323954,47.852972294373735
50.61148751516142,52.716490145181936
50.244300351628524,50.20295845601941
46.490041560966226,46.68549541224526
42.98697364100153,58.7478837159347
43.780683823043574,46.53547401102046
46.40796367215401,54.474621884722204
48.52525160853986,56.23871036336867
46.63254687878066,51.39497081111901
45.823264733701215,60.72574563886694
44.062007904852436,51.54910355113514
53.168884404660496,52.06899548725749
49.07356170561146,49.35089650133287
50.21905735989555,49.264989991857554
54.81939558397455,61.05261500795676
47.21254107496083,43.15098510210461
49.55858975824373,62.898546688271594
45.98162716015135,58.195584027220335
58.388504070382204,47.23205879146003
52.84491539592638,58.14198311564269
48.10436129506257,48.98209819948819
47.09159543025678,44.92621634653567
46.75361227466996,43.880298666188715
50.17041734129613,46.150133844706794
51.168929558953735,42.22052176898186
51.654401161072286,54.16764480804462
40.03132178714272,51.87028284923786
56.13834496236646,43.951794906543974
58.362861934188516,52.095095046830224
46.47494072120796,49.72115461171147
52.791634562608614,50.38002695706206
52.693779962231844,45.39663203460317
50.84680412018039,42.9314275154751
49.443869693256495,45.48046179267605
46.322350287051165,56.18046587605219
55.45655060297135,53.045690604535885
44.538436176637106,48.41795775152599
56.06548849989592,50.70858456819953
61.59664769990847,51.96658919697186
50.960245582450156,48.4544176789875
50.66770452391141,49.23765081809728
53.54054338344295,54.783511583972924
46.070052697460255,43.343835232211106
40.818973134483514,52.53995663456272
44.483166969130636,39.23554703523759
51.94289302265482,62.46499758716395
49.96964544230053,54.19245387225821
50.40914679273782,49.50555173404429
54.59538241493884,48.548627279056745
51.33696157035951,51.60848903098007
46.659547731784755,54.960211747682614
49.12520121652296,46.221274202535774
52.68254921785202,45.50766009104481
50.14090578684564,49.954405016778985
55.42947782915789,52.373491164399766
49.87486520627428,54.08883149600143
56.951037745086566,52.78905153175931
50.051763099216906,43.4408188382492
44.67443168462314,48.473876478226664
46.952438989203586,49.06514348507277
50.283249624485535,52.64846377178365
49.647506109704544,52.43250821913101
50.3223720740506,40.12266716823064
45.30332303090623,49.27956222139192
43.951526285794465,52.999643649981024
57.65375416171849,56.09380925848659
48.93278564534896,57.45363068424976
50.74333728601056,48.31457014440981
46.9329866822953,48.48765156755936
48.05911590729386,50.85208111187744
50.802869905249324,50.01523010076707
52.18469084873175,55.95323137393171
54.74777067720662,42.575510157750486
37.230394325490224,54.67159955619637
43.165606507922895,48.87617299053658
44.1494348697032,40.990097812099904
52.70731364102394,53.79577580151324
47.1174479963664,37.04478853927545
47.268777758737585,51.959020027012734
42.60544215612936,50.91679959889578
49.923450754135025,52.89645749800544
50.59790184207077,45.134655295592225
55.982857508322454,49.20735213486515
49.86347730245034,45.33366020463402
47.78358874404245,45.575986429865495
49.135269700382885,58.558542400711715
43.140494285343216,41.932193010616295
57.35585163746804,48.95338161424067
46.65463630670042,55.199523436980385
46.97192230131568,59.13004856773468
53.38962935669635,47.560442959271484
60.786541066327516,46.971425384983306
53.71047686004653,51.49646290203246
56.50870644699399,57.807555983634266
50.160020745328836,46.23291064826908
52.29986071469558,46.61142315123947
60.066936237633115,50.68267665541369
48.17339224343946,50.92340152932454
43.26436855235152,45.14192980744674
56.00206953972213,46.71552860514302
44.765445086590304,52.68326376263643
55.928520773314986,53.594766553325336
54.98023842902908,46.21602455715269
42.89094666629078,57.506668259777435
48.38660080578932,48.745834917724764
56.64097070924529,52.7811500470033
52.279438860408035,60.825011724505416
46.78240884809929,54.63920064040619
50.28506562448542,51.34296139431628
57.64234213206266,52.53917878144812
52.69148039524816,55.362536686549014
48.17523635228557,45.80395166330497
44.775954029894834,40.16821705311999
60.28103564970161,44.483958171391585
48.89373188207114,48.6159335005554
51.537033489045506,54.078686062696484
54.30236744179873,47.08461280715531
49.16439143106794,51.4128997524415
48.75654436908226,58.03672788009996
52.45487475819126,53.67438893024909
53.31440634333706,55.86736928742663
50.90510779351853,43.51584026022077
51.99843975876321,46.74321553104085
47.35691659125121,52.931820093775464
56.19141535716818,50.10635788368031
51.54416506299482,58.51107472317619
51.20376589744284,63.008415570901974
52.827548228157724,41.19618620422091
53.76670810552266,51.90579192441389
56.44876377041373,53.365906756349794
49.30772008008113,43.87850881855317
48.95488371356987,45.7473977289535
47.09738275097639,52.942892022103045
58.34952252175703,51.9733576491149
44.02058468982408,52.2230133411007
55.98315743322826,46.95108547840309
49.32991416663541,50.07344097364599
46.0755084345888,53.2414021692193
49.39525925696109,52.09766221953514
45.5625391109895,47.812708498382946
53.61190678913886,48.13583423954117
58.63481925616703,48.00181907192699
51.12342362875943,54.66295415936545
42.90817133533484,41.19595594009612
42.371718427149524,56.31292051713591
47.240709270537764,62.79099642834126
47.17876200671306,50.922756515985185
57.71054976283938,60.03046444079561
60.30751788318199,56.04183115296571
55.12031262905731,52.96263474600592
53.89180538083319,47.244071418357336
45.90900558288846,49.98312771294524
49.14907688737536,47.733859753363625
53.481937237283574,54.77652604285255
50.442034431459234,57.38765040527631
44.29155442933248,49.03170270360141
46.41588839698598,40.667316914634696
49.586596570786504,49.39126245808358
57.567248716210656,53.154058422773886
44.87906587835398,59.27046283167094
56.10516847762676,52.910488517343076
48.86757950575084,45.2028038163826
48.138966119644735,55.443743098520926
59.42293152967304,57.71621764136094
47.55575289106863,44.401912833554945
50.70443123455602,41.157803172185744
51.615838570923906,49.261987068506656
47.66981749065879,42.026484663666025
52.568000532848586,47.33649580169045
44.15041582144856,35.63868893359175
49.86242547474682,58.86125798334872
58.30629607273935,47.71451871706864
46.988939698191096,52.34387128037512
45.00807280405854,51.50895949909733
53.83040139192345,56.13466611942154
49.499229617600236,48.98163124911517
45.6100870662172,45.865598229800696
48.86760554049236,51.83682753408089
54.567923131166246,45.984105246598276
57.46344284479761,48.64438199478715
49.89316352825782,46.263941604260886
37.87879869863529,54.42022698180525
53.684219485462165,48.593362214408934
50.33495358612436,52.5796960885205
42.18727071556729,47.35473661326853
53.971323398109135,43.72855288415376
51.46778966083315,43.21709097688297
52.33214991216763,49.82179258851258
41.92434092047245,55.82369677228586
46.32704211600976,45.948737814928094
51.00284598615472,55.743186747143575
44.92089090510802,50.308399249239855
52.14408250165287,53.46552803631572
50.882207776386124,48.16486080458339
45.8620488967564,50.43071941523188
44.639304940071966,35.39324758252697
52.18279902078834,54.519674205430974
38.185337822290805,44.95134647645031
53.09577130502599,60.2874773485585
50.10396853837704,46.35998529385433
49.0855177944758,56.87438209574093
46.77017910437732,46.004039966748735
47.58628238908984,45.23335695870644
50.61335157997398,58.1233922923478
51.615396365580146,48.73823248936856
48.54094365542228,42.18404595651671
54.415548885735795,49.61081401493599
49.097600432046875,65.96553783922431
51.49376454182843,46.24104474952408
47.86821201897229,55.74222854598378
50.56635205268882,42.80861010841316
54.596144672876015,46.65927957230503
59.366488881087726,55.40024032857324
47.76339052170624,56.40508180867556
50.339277552637014,54.263868375611096
52.42366408647237,45.76821672504563
46.78225083841269,55.14980408790581
48.326123339467294,47.981757683790015
45.224387103253235,52.11799532796731
60.31262459621573,44.66233542872864
50.12109728336379,57.061102777077146
49.60179304377142,52.26185898124867
44.688032359265605,52.141535486038244
49.06427867497726,54.928649978399314
55.936930257823754,62.94781821009307
52.89816586606788,51.62898158291083
50.97192150788668,48.23416853594656
51.692419217308455,48.52299294930485
50.84230488134807,56.587987678039795
44.9672871736018,55.699392805645225
56.58557533669933,49.40965736504461
39.390725504957025,46.96089006452784
56.484972732805545,49.88565968850559
45.00348883852545,47.476125393858915
54.20310013252276,52.7336678410069
48.805339504151526,48.16587794092656
48.04120925478089,45.387949077507486
58.07687844734721,48.3883976539433
56.085792604127484,57.60658025961226
54.9915544907398,47.84189843640976
52.018650451683044,49.87902196804542
45.48149069634936,51.62179640860801
44.10480104420099,55.93839694230782
47.67691351350803,51.0057982793642
51.41643935773071,48.705475131479616
52.933469007376374,47.62548171688738
54.35648648728622,43.27010159876626
50.63189789773206,59.694644995291426
44.99834337697213,46.61127514737574
52.569539248294575,50.89790890969799
51.753150496367795,52.44593565073832
53.17360734280885,55.54849920978111
52.04909328464257,48.79371172690729
53.362868506013655,59.49940967447608
49.33683126808713,45.12735347664679
55.53540334643486,49.39809418023201
39.13665226992982,54.23710838575211
47.32335907023039,49.5473335884792
51.65990165284507,50.95249839889533
53.547259085695195,47.82256814715078
52.565528990880416,48.702266612080415
53.694052404437514,53.07683742006527
45.32280648977702,55.42991058087516
47.32018277442976,54.040288991405724
51.8364365670067,59.190918383975614
48.88267008814074,48.25341601940901
49.90290197056134,48.48410108582862
53.99970950971025,41.91844695781706
44.73158790426823,44.66098539210404
54.751537959867875,58.553066862909624
49.47775390731264,49.155891384049944
50.35026081556591,55.80939151304095
45.36323432904713,51.191844913673926
54.87598814891215,52.50547084969923
